"time","t2m","sf","tp"
2000-01-01,6.03487548828127,0.182706862688065,0.745242403354496
2000-02-01,7.41195068359377,0.164536759257317,0.374088878743351
2000-03-01,12.1155639648438,0.0509209930896759,0.649904715828598
2000-04-01,21.614404296875,0,1.05320650618523
2000-05-01,26.840234375,0,0.383638078346848
2000-06-01,30.02626953125,0,0.168176848092116
2000-07-01,32.551416015625,0,0.0894760378287174
2000-08-01,32.208642578125,0,0.00919541071198182
2000-09-01,26.6263671875,0,0.31164864776656
2000-10-01,15.7597290039063,0,0.862813729327172
2000-11-01,9.15725097656252,0.0172806903719902,0.643142964690924
2000-12-01,6.81258544921877,0.0250423327088356,1.13931798841804
2001-01-01,3.24727783203127,0.247403047978878,0.290908443275839
2001-02-01,7.96114501953127,0.0888770446181297,0.786550692282617
2001-03-01,14.2181335449219,0.390107743442059,0.88462489657104
2001-04-01,21.25771484375,0,0.709963729605079
2001-05-01,28.2298828125,0,0.678749405778944
2001-06-01,32.067529296875,0,0.142750592203811
2001-07-01,30.589990234375,0,0.0783266586950049
2001-08-01,30.12197265625,0,0.187709301826544
2001-09-01,24.84951171875,0,0.0861023872857913
2001-10-01,17.369287109375,0,0.99473656155169
2001-11-01,12.5247436523438,0.0902265310287476,1.23755214735866
2001-12-01,6.48629150390627,0.128732062876225,0.697761657647789
2002-01-01,6.22500000000002,0.296037644147873,1.14288355689496
2002-02-01,7.98549804687502,0.67374762147665,1.90965982619673
2002-03-01,13.7825561523438,0.253886915743351,2.56571779027581
2002-04-01,16.87978515625,0,4.23490861430764
2002-05-01,21.548974609375,0,1.51568674482405
2002-06-01,28.223291015625,0,0.549609016161412
2002-07-01,30.902490234375,0,0.269233423750848
2002-08-01,31.172265625,0,0.192073755897582
2002-09-01,26.403955078125,0,0.052729945309693
2002-10-01,21.6400390625,0,0.0992018394754268
2002-11-01,13.0983825683594,0,0.442084157839417
2002-12-01,0.416253662109398,0.890585593879223,1.90976168960333
2003-01-01,6.9941345214844,0.015605241060257,0.643287436105311
2003-02-01,7.98220214843752,0.132243148982525,2.13185441680253
2003-03-01,11.0320678710938,0.125765800476074,2.90890480391681
2003-04-01,16.55556640625,0.0223321840167046,2.11316556669772
2003-05-01,20.011865234375,0,1.68700062204152
2003-06-01,27.32412109375,0,0.335781485773623
2003-07-01,32.241845703125,0,0.00977516174316406
2003-08-01,30.857080078125,0,0.0327785637637135
2003-09-01,25.55068359375,0,0.0899684455362149
2003-10-01,20.790185546875,0,0.410152366384864
